,_id,1. open,2. high,3. low,4. close,5. volume,date
48,653b8570ce6653726d13129f,143.9000,143.9000,143.8900,143.8900,5,2023-10-26 19:09:00
49,653b3d4a34837916b84caf60,143.8800,143.8800,143.8800,143.8800,100,2023-10-26 19:07:00
50,653b8570ce6653726d1312a0,143.8800,143.8800,143.8800,143.8800,100,2023-10-26 19:07:00
51,653b3d4b34837916b84caf61,143.8800,143.8800,143.8800,143.8800,20,2023-10-26 19:06:00
52,653b8570ce6653726d1312a1,143.8800,143.8800,143.8800,143.8800,20,2023-10-26 19:06:00
53,653b3d4b34837916b84caf62,143.8800,143.8800,143.8800,143.8800,200,2023-10-26 19:03:00
54,653b8570ce6653726d1312a2,143.8800,143.8800,143.8800,143.8800,200,2023-10-26 19:03:00
55,653b3d4b34837916b84caf63,143.7600,143.7600,143.7600,143.7600,900083,2023-10-26 19:00:00
56,653b8570ce6653726d1312a3,143.7600,143.7600,143.7600,143.7600,900083,2023-10-26 19:00:00
57,653b3d4b34837916b84caf64,143.8800,143.8800,143.8800,143.8800,1,2023-10-26 18:55:00
58,653b8570ce6653726d1312a4,143.8800,143.8800,143.8800,143.8800,1,2023-10-26 18:55:00
59,653b3d4b34837916b84caf65,143.8800,143.8800,143.8800,143.8800,1,2023-10-26 18:54:00
60,653b8570ce6653726d1312a5,143.8800,143.8800,143.8800,143.8800,1,2023-10-26 18:54:00
61,653b3d4b34837916b84caf66,143.8800,143.8800,143.8800,143.8800,2,2023-10-26 18:53:00
62,653b8570ce6653726d1312a6,143.8800,143.8800,143.8800,143.8800,2,2023-10-26 18:53:00
63,653b3d4b34837916b84caf67,143.8800,143.8800,143.8800,143.8800,10,2023-10-26 18:52:00
64,653b8570ce6653726d1312a7,143.8800,143.8800,143.8800,143.8800,10,2023-10-26 18:52:00
65,653b3d4b34837916b84caf68,143.7600,143.7600,143.7600,143.7600,1,2023-10-26 18:51:00
66,653b8570ce6653726d1312a8,143.7600,143.7600,143.7600,143.7600,1,2023-10-26 18:51:00
67,653b3d4b34837916b84caf69,143.7700,143.7700,143.7700,143.7700,2604,2023-10-26 18:46:00
68,653b8570ce6653726d1312a9,143.7700,143.7700,143.7700,143.7700,2604,2023-10-26 18:46:00
69,653b3d4b34837916b84caf6a,143.9000,143.9000,143.9000,143.9000,1,2023-10-26 18:39:00
70,653b8570ce6653726d1312aa,143.9000,143.9000,143.9000,143.9000,1,2023-10-26 18:39:00
71,653b3d4b34837916b84caf6b,143.7600,143.7600,143.7600,143.7600,5,2023-10-26 18:38:00
72,653b8570ce6653726d1312ab,143.7600,143.7600,143.7600,143.7600,5,2023-10-26 18:38:00
73,653b3d4b34837916b84caf6c,143.8600,143.8600,143.7600,143.7600,250,2023-10-26 18:35:00
74,653b8570ce6653726d1312ac,143.8600,143.8600,143.7600,143.7600,250,2023-10-26 18:35:00
75,653b3d4b34837916b84caf6d,143.8600,143.8600,143.8600,143.8600,3,2023-10-26 18:32:00
76,653b8570ce6653726d1312ad,143.8600,143.8600,143.8600,143.8600,3,2023-10-26 18:32:00
77,653b3d4b34837916b84caf6e,143.7600,143.7600,143.7600,143.7600,7,2023-10-26 18:31:00
78,653b8570ce6653726d1312ae,143.7600,143.7600,143.7600,143.7600,7,2023-10-26 18:31:00
79,653b3d4b34837916b84caf6f,143.7600,143.7600,143.7600,143.7600,900083,2023-10-26 18:30:00
80,653b8570ce6653726d1312af,143.7600,143.7600,143.7600,143.7600,900083,2023-10-26 18:30:00
81,653b3d4b34837916b84caf70,143.8600,143.8600,143.8600,143.8600,4,2023-10-26 18:29:00
82,653b8570ce6653726d1312b0,143.8600,143.8600,143.8600,143.8600,4,2023-10-26 18:29:00
83,653b3d4b34837916b84caf71,136.5300,136.5300,136.5300,136.5300,212,2023-10-26 18:27:00
84,653b8570ce6653726d1312b1,136.5300,136.5300,136.5300,136.5300,212,2023-10-26 18:27:00
85,653b3d4b34837916b84caf72,143.8500,143.8500,143.8500,143.8500,126,2023-10-26 18:26:00
86,653b8570ce6653726d1312b2,143.8500,143.8500,143.8500,143.8500,126,2023-10-26 18:26:00
87,653b3d4b34837916b84caf73,136.5300,136.5300,136.5300,136.5300,11,2023-10-26 18:25:00
88,653b8570ce6653726d1312b3,136.5300,136.5300,136.5300,136.5300,11,2023-10-26 18:25:00
89,653b3d4b34837916b84caf74,143.7654,143.7654,143.7654,143.7654,74,2023-10-26 18:24:00
90,653b8570ce6653726d1312b4,143.7654,143.7654,143.7654,143.7654,74,2023-10-26 18:24:00
91,653b3d4c34837916b84caf75,143.8200,143.8200,143.8200,143.8200,2,2023-10-26 18:22:00
92,653b8570ce6653726d1312b5,143.8200,143.8200,143.8200,143.8200,2,2023-10-26 18:22:00
93,653b3d4c34837916b84caf76,143.9000,143.9000,143.9000,143.9000,2,2023-10-26 18:21:00
94,653b8570ce6653726d1312b6,143.9000,143.9000,143.9000,143.9000,2,2023-10-26 18:21:00
95,653b3d4c34837916b84caf77,143.8900,143.8900,143.8900,143.8900,5,2023-10-26 18:20:00
96,653b8570ce6653726d1312b7,143.8900,143.8900,143.8900,143.8900,5,2023-10-26 18:20:00
97,653b3d4c34837916b84caf78,143.7600,143.7600,143.7600,143.7600,2,2023-10-26 18:13:00
98,653b8570ce6653726d1312b8,143.7600,143.7600,143.7600,143.7600,2,2023-10-26 18:13:00
99,653b3d4c34837916b84caf79,143.7600,143.7600,143.7600,143.7600,1,2023-10-26 18:10:00
100,653b8570ce6653726d1312b9,143.7600,143.7600,143.7600,143.7600,1,2023-10-26 18:10:00
101,653b3d4c34837916b84caf7a,143.7600,143.7600,143.7600,143.7600,15,2023-10-26 18:08:00
102,653b8570ce6653726d1312ba,143.7600,143.7600,143.7600,143.7600,15,2023-10-26 18:08:00
103,653b3d4c34837916b84caf7b,143.9900,143.9900,143.9900,143.9900,20,2023-10-26 18:05:00
104,653b8570ce6653726d1312bb,143.9900,143.9900,143.9900,143.9900,20,2023-10-26 18:05:00
105,653b3d4c34837916b84caf7c,143.4400,143.4400,143.4400,143.4400,1,2023-10-26 18:00:00
106,653b8570ce6653726d1312bc,143.4400,143.4400,143.4400,143.4400,1,2023-10-26 18:00:00
107,653b3d4c34837916b84caf7d,144.0000,144.0000,144.0000,144.0000,200,2023-10-26 17:52:00
108,653b8570ce6653726d1312bd,144.0000,144.0000,144.0000,144.0000,200,2023-10-26 17:52:00
109,653b3d4c34837916b84caf7e,144.0000,144.0000,144.0000,144.0000,1,2023-10-26 17:50:00
110,653b8570ce6653726d1312be,144.0000,144.0000,144.0000,144.0000,1,2023-10-26 17:50:00
111,653b3d4c34837916b84caf7f,143.4400,143.4400,143.4400,143.4400,1,2023-10-26 17:47:00
112,653b8570ce6653726d1312bf,143.4400,143.4400,143.4400,143.4400,1,2023-10-26 17:47:00
113,653b3d4c34837916b84caf80,143.5200,143.5200,143.5100,143.5100,65,2023-10-26 17:42:00
114,653b8570ce6653726d1312c0,143.5200,143.5200,143.5100,143.5100,65,2023-10-26 17:42:00
115,653b3d4c34837916b84caf81,143.6500,143.6500,143.5000,143.5000,364,2023-10-26 17:39:00
116,653b8570ce6653726d1312c1,143.6500,143.6500,143.5000,143.5000,364,2023-10-26 17:39:00
117,653b3d4c34837916b84caf82,143.7500,143.7500,143.6500,143.6500,101,2023-10-26 17:38:00
118,653b8570ce6653726d1312c2,143.7500,143.7500,143.6500,143.6500,101,2023-10-26 17:38:00
119,653b3d4c34837916b84caf83,143.8993,143.8993,143.8993,143.8993,73,2023-10-26 17:37:00
120,653b8570ce6653726d1312c3,143.8993,143.8993,143.8993,143.8993,73,2023-10-26 17:37:00
121,653b3d4c34837916b84caf84,143.6500,143.6500,143.6500,143.6500,2,2023-10-26 17:36:00
122,653b8570ce6653726d1312c4,143.6500,143.6500,143.6500,143.6500,2,2023-10-26 17:36:00
123,653b3d4c34837916b84caf85,143.9600,143.9600,143.9600,143.9600,7,2023-10-26 17:33:00
124,653b8570ce6653726d1312c5,143.9600,143.9600,143.9600,143.9600,7,2023-10-26 17:33:00
125,653b3d4c34837916b84caf86,143.7600,143.7600,143.7600,143.7600,1,2023-10-26 17:32:00
126,653b8570ce6653726d1312c6,143.7600,143.7600,143.7600,143.7600,1,2023-10-26 17:32:00
127,653b3d4c34837916b84caf87,143.9600,143.9600,143.9600,143.9600,5,2023-10-26 17:30:00
128,653b8570ce6653726d1312c7,143.9600,143.9600,143.9600,143.9600,5,2023-10-26 17:30:00
129,653b3d4c34837916b84caf88,143.4400,143.4400,143.4400,143.4400,1,2023-10-26 17:28:00
130,653b8570ce6653726d1312c8,143.4400,143.4400,143.4400,143.4400,1,2023-10-26 17:28:00
131,653b3d4c34837916b84caf89,143.4400,143.4400,143.4400,143.4400,1,2023-10-26 17:25:00
132,653b8570ce6653726d1312c9,143.4400,143.4400,143.4400,143.4400,1,2023-10-26 17:25:00
133,653b3d4d34837916b84caf8a,143.6000,143.9620,143.6000,143.9620,11,2023-10-26 17:23:00
134,653b8570ce6653726d1312ca,143.6000,143.9620,143.6000,143.9620,11,2023-10-26 17:23:00
135,653b3d4d34837916b84caf8b,143.6000,143.6000,143.6000,143.6000,2,2023-10-26 17:22:00
136,653b8570ce6653726d1312cb,143.6000,143.6000,143.6000,143.6000,2,2023-10-26 17:22:00
137,653b3d4d34837916b84caf8c,143.6000,143.6000,143.6000,143.6000,1,2023-10-26 17:19:00
138,653b8570ce6653726d1312cc,143.6000,143.6000,143.6000,143.6000,1,2023-10-26 17:19:00
139,653b3d4d34837916b84caf8d,144.0000,144.0000,143.4400,143.4400,5,2023-10-26 17:14:00
140,653b8570ce6653726d1312cd,144.0000,144.0000,143.4400,143.4400,5,2023-10-26 17:14:00
141,653b3d4d34837916b84caf8e,143.8800,143.8800,143.8800,143.8800,2,2023-10-26 17:13:00
142,653b8570ce6653726d1312ce,143.8800,143.8800,143.8800,143.8800,2,2023-10-26 17:13:00
143,653b3d4d34837916b84caf8f,143.6000,143.6000,143.6000,143.6000,10,2023-10-26 17:10:00
144,653b8570ce6653726d1312cf,143.6000,143.6000,143.6000,143.6000,10,2023-10-26 17:10:00
145,653b3d4d34837916b84caf90,143.6000,143.6000,143.6000,143.6000,4,2023-10-26 17:07:00
146,653b8570ce6653726d1312d0,143.6000,143.6000,143.6000,143.6000,4,2023-10-26 17:07:00
147,653b3d4d34837916b84caf91,144.1500,144.1500,144.1500,144.1500,2,2023-10-26 17:00:00
148,653b8570ce6653726d1312d1,144.1500,144.1500,144.1500,144.1500,2,2023-10-26 17:00:00
149,653b3d4d34837916b84caf92,143.7000,144.0500,143.7000,143.9900,576,2023-10-26 16:57:00
150,653b8570ce6653726d1312d2,143.7000,144.0500,143.7000,143.9900,576,2023-10-26 16:57:00
151,653b3d4d34837916b84caf93,143.6300,143.6500,143.6300,143.6500,424,2023-10-26 16:56:00
152,653b8570ce6653726d1312d3,143.6300,143.6500,143.6300,143.6500,424,2023-10-26 16:56:00
153,653b3d4d34837916b84caf94,143.6800,143.7600,143.6300,143.7600,13,2023-10-26 16:52:00
154,653b8570ce6653726d1312d4,143.6800,143.7600,143.6300,143.7600,13,2023-10-26 16:52:00
155,653b3d4d34837916b84caf95,143.7600,143.7600,143.7600,143.7600,86630,2023-10-26 16:50:00
156,653b8570ce6653726d1312d5,143.7600,143.7600,143.7600,143.7600,86630,2023-10-26 16:50:00
157,653b3d4d34837916b84caf96,143.7500,143.9900,143.7500,143.9900,21,2023-10-26 16:49:00
158,653b8570ce6653726d1312d6,143.7500,143.9900,143.7500,143.9900,21,2023-10-26 16:49:00
159,653b3d4d34837916b84caf97,144.0000,144.0000,144.0000,144.0000,2,2023-10-26 16:48:00
160,653b8570ce6653726d1312d7,144.0000,144.0000,144.0000,144.0000,2,2023-10-26 16:48:00
161,653b3d4d34837916b84caf98,143.6300,143.6300,143.6300,143.6300,15,2023-10-26 16:47:00
162,653b8570ce6653726d1312d8,143.6300,143.6300,143.6300,143.6300,15,2023-10-26 16:47:00
163,653b3d4d34837916b84caf99,144.0000,144.0000,144.0000,144.0000,1,2023-10-26 16:43:00
164,653b8570ce6653726d1312d9,144.0000,144.0000,144.0000,144.0000,1,2023-10-26 16:43:00
165,653b3d4d34837916b84caf9a,143.9700,143.9700,143.9700,143.9700,1,2023-10-26 16:41:00
166,653b8570ce6653726d1312da,143.9700,143.9700,143.9700,143.9700,1,2023-10-26 16:41:00
167,653b3d4d34837916b84caf9b,143.7600,143.7600,143.6800,143.6800,10,2023-10-26 16:39:00
168,653b8570ce6653726d1312db,143.7600,143.7600,143.6800,143.6800,10,2023-10-26 16:39:00
169,653b3d4d34837916b84caf9c,143.6000,144.0000,143.6000,143.8700,103,2023-10-26 16:36:00
170,653b8570ce6653726d1312dc,143.6000,144.0000,143.6000,143.8700,103,2023-10-26 16:36:00
171,653b3d4d34837916b84caf9d,143.7600,143.7600,143.7600,143.7600,10,2023-10-26 16:34:00
172,653b8570ce6653726d1312dd,143.7600,143.7600,143.7600,143.7600,10,2023-10-26 16:34:00
173,653b3d4e34837916b84caf9e,144.0000,144.0000,144.0000,144.0000,3,2023-10-26 16:31:00
174,653b8570ce6653726d1312de,144.0000,144.0000,144.0000,144.0000,3,2023-10-26 16:31:00
175,653b3d4e34837916b84caf9f,143.7600,143.7600,143.7600,143.7600,13970,2023-10-26 16:30:00
176,653b8570ce6653726d1312df,143.7600,143.7600,143.7600,143.7600,13970,2023-10-26 16:30:00
177,653b3d4e34837916b84cafa0,143.7600,143.8000,143.6000,143.6000,16,2023-10-26 16:28:00
178,653b8570ce6653726d1312e0,143.7600,143.8000,143.6000,143.6000,16,2023-10-26 16:28:00
179,653b3d4e34837916b84cafa1,143.7600,143.7600,143.7600,143.7600,5,2023-10-26 16:26:00
180,653b8570ce6653726d1312e1,143.7600,143.7600,143.7600,143.7600,5,2023-10-26 16:26:00
181,653b3d4e34837916b84cafa2,143.7600,143.7600,143.7600,143.7600,6,2023-10-26 16:25:00
182,653b8570ce6653726d1312e2,143.7600,143.7600,143.7600,143.7600,6,2023-10-26 16:25:00
183,653b3d4e34837916b84cafa3,143.8000,143.8000,143.8000,143.8000,1,2023-10-26 16:24:00
184,653b8570ce6653726d1312e3,143.8000,143.8000,143.8000,143.8000,1,2023-10-26 16:24:00
185,653b3d4e34837916b84cafa4,143.9974,144.0000,143.9974,144.0000,235,2023-10-26 16:23:00
186,653b8570ce6653726d1312e4,143.9974,144.0000,143.9974,144.0000,235,2023-10-26 16:23:00
187,653b3d4e34837916b84cafa5,143.9500,144.0000,143.9500,144.0000,59,2023-10-26 16:22:00
188,653b8570ce6653726d1312e5,143.9500,144.0000,143.9500,144.0000,59,2023-10-26 16:22:00
189,653b3d4e34837916b84cafa6,144.0000,144.0000,144.0000,144.0000,100,2023-10-26 16:20:00
190,653b8570ce6653726d1312e6,144.0000,144.0000,144.0000,144.0000,100,2023-10-26 16:20:00
191,653b3d4e34837916b84cafa7,143.6000,143.6000,143.6000,143.6000,133,2023-10-26 16:18:00
192,653b8570ce6653726d1312e7,143.6000,143.6000,143.6000,143.6000,133,2023-10-26 16:18:00
193,653b3d4e34837916b84cafa8,143.7500,143.7500,143.7500,143.7500,20,2023-10-26 16:17:00
194,653b8570ce6653726d1312e8,143.7500,143.7500,143.7500,143.7500,20,2023-10-26 16:17:00
195,653b3d4e34837916b84cafa9,143.7800,143.7800,143.6800,143.6800,50,2023-10-26 16:16:00
196,653b8570ce6653726d1312e9,143.7800,143.7800,143.6800,143.6800,50,2023-10-26 16:16:00
197,653b3d4e34837916b84cafaa,143.7600,143.7600,143.7600,143.7600,1,2023-10-26 16:15:00
198,653b8570ce6653726d1312ea,143.7600,143.7600,143.7600,143.7600,1,2023-10-26 16:15:00
199,653b3d4e34837916b84cafab,143.8000,143.8000,143.6800,143.6800,13,2023-10-26 16:14:00
200,653b8570ce6653726d1312eb,143.8000,143.8000,143.6800,143.6800,13,2023-10-26 16:14:00
201,653b3d4e34837916b84cafac,143.7800,143.7800,143.7800,143.7800,27,2023-10-26 16:13:00
202,653b8570ce6653726d1312ec,143.7800,143.7800,143.7800,143.7800,27,2023-10-26 16:13:00
203,653b3d4e34837916b84cafad,143.8000,143.8000,143.8000,143.8000,1,2023-10-26 16:12:00
204,653b8570ce6653726d1312ed,143.8000,143.8000,143.8000,143.8000,1,2023-10-26 16:12:00
205,653b3d4e34837916b84cafae,143.6000,143.6000,143.6000,143.6000,2,2023-10-26 16:11:00
206,653b8570ce6653726d1312ee,143.6000,143.6000,143.6000,143.6000,2,2023-10-26 16:11:00
207,653b3d4e34837916b84cafaf,143.7600,143.9600,143.7600,143.9600,900084,2023-10-26 16:10:00
208,653b8570ce6653726d1312ef,143.7600,143.9600,143.7600,143.9600,900084,2023-10-26 16:10:00
209,653b3d4e34837916b84cafb0,143.7600,143.7600,143.7600,143.7600,237,2023-10-26 16:08:00
210,653b8570ce6653726d1312f0,143.7600,143.7600,143.7600,143.7600,237,2023-10-26 16:08:00
211,653b3d4e34837916b84cafb1,143.9000,143.9000,143.9000,143.9000,1,2023-10-26 16:07:00
212,653b8570ce6653726d1312f1,143.9000,143.9000,143.9000,143.9000,1,2023-10-26 16:07:00
213,653b3d4e34837916b84cafb2,144.1004,144.1004,143.7600,143.7600,63,2023-10-26 16:06:00
214,653b8570ce6653726d1312f2,144.1004,144.1004,143.7600,143.7600,63,2023-10-26 16:06:00
215,653b3d4f34837916b84cafb3,143.7800,143.7800,143.7800,143.7800,2,2023-10-26 16:04:00
216,653b8570ce6653726d1312f3,143.7800,143.7800,143.7800,143.7800,2,2023-10-26 16:04:00
217,653b3d4f34837916b84cafb4,143.7800,143.7800,143.7800,143.7800,20,2023-10-26 16:03:00
218,653b8570ce6653726d1312f4,143.7800,143.7800,143.7800,143.7800,20,2023-10-26 16:03:00
219,653b3d4f34837916b84cafb5,143.7600,144.1500,143.5400,144.1500,30281,2023-10-26 16:02:00
220,653b8570ce6653726d1312f5,143.7600,144.1500,143.5400,144.1500,30281,2023-10-26 16:02:00
221,653b3d4f34837916b84cafb6,143.7600,143.7600,143.7500,143.7500,1994,2023-10-26 16:01:00
222,653b8570ce6653726d1312f6,143.7600,143.7600,143.7500,143.7500,1994,2023-10-26 16:01:00
223,653b3d4f34837916b84cafb7,143.7400,144.1800,143.7000,144.1800,1871373,2023-10-26 16:00:00
224,653b8570ce6653726d1312f7,143.7400,144.1800,143.7000,144.1800,1871373,2023-10-26 16:00:00
225,653b3d4f34837916b84cafb8,143.7900,143.8900,143.7300,143.7400,190266,2023-10-26 15:59:00
226,653b8570ce6653726d1312f8,143.7900,143.8900,143.7300,143.7400,190266,2023-10-26 15:59:00
227,653b3d4f34837916b84cafb9,143.7200,143.8550,143.7200,143.7900,98846,2023-10-26 15:58:00
228,653b8570ce6653726d1312f9,143.7200,143.8550,143.7200,143.7900,98846,2023-10-26 15:58:00
229,653b3d4f34837916b84cafba,143.7000,143.8250,143.7000,143.7250,83765,2023-10-26 15:57:00
230,653b8570ce6653726d1312fa,143.7000,143.8250,143.7000,143.7250,83765,2023-10-26 15:57:00
231,653b3d4f34837916b84cafbb,143.7500,143.7600,143.6900,143.7000,70238,2023-10-26 15:56:00
232,653b8570ce6653726d1312fb,143.7500,143.7600,143.6900,143.7000,70238,2023-10-26 15:56:00
233,653b3d4f34837916b84cafbc,143.7200,143.7500,143.6400,143.7500,85461,2023-10-26 15:55:00
234,653b8570ce6653726d1312fc,143.7200,143.7500,143.6400,143.7500,85461,2023-10-26 15:55:00
235,653b3d4f34837916b84cafbd,143.9150,143.9200,143.7100,143.7300,71952,2023-10-26 15:54:00
236,653b8570ce6653726d1312fd,143.9150,143.9200,143.7100,143.7300,71952,2023-10-26 15:54:00
237,653b3d4f34837916b84cafbe,144.0050,144.0200,143.9100,143.9150,52695,2023-10-26 15:53:00
238,653b8570ce6653726d1312fe,144.0050,144.0200,143.9100,143.9150,52695,2023-10-26 15:53:00
239,653b3d4f34837916b84cafbf,143.9300,144.0062,143.9200,144.0000,45452,2023-10-26 15:52:00
240,653b8570ce6653726d1312ff,143.9300,144.0062,143.9200,144.0000,45452,2023-10-26 15:52:00
241,653b3d4f34837916b84cafc0,143.9550,143.9600,143.9133,143.9300,76091,2023-10-26 15:51:00
242,653b8570ce6653726d131300,143.9550,143.9600,143.9133,143.9300,76091,2023-10-26 15:51:00
243,653b3d4f34837916b84cafc1,143.8300,144.1000,143.8300,143.9550,65174,2023-10-26 15:50:00
244,653b8570ce6653726d131301,143.8300,144.1000,143.8300,143.9550,65174,2023-10-26 15:50:00
245,653b3d4f34837916b84cafc2,143.8100,143.8700,143.8100,143.8350,37193,2023-10-26 15:49:00
246,653b8570ce6653726d131302,143.8100,143.8700,143.8100,143.8350,37193,2023-10-26 15:49:00
247,653b3d4f34837916b84cafc3,143.8150,143.8150,143.6900,143.8100,36925,2023-10-26 15:48:00
248,653b8570ce6653726d131303,143.8150,143.8150,143.6900,143.8100,36925,2023-10-26 15:48:00
249,653b3d4f34837916b84cafc4,143.9200,143.9250,143.7600,143.8100,36886,2023-10-26 15:47:00
250,653b8570ce6653726d131304,143.9200,143.9250,143.7600,143.8100,36886,2023-10-26 15:47:00
251,653b3d4f34837916b84cafc5,143.7800,143.9400,143.7800,143.9400,27652,2023-10-26 15:46:00
252,653b8570ce6653726d131305,143.7800,143.9400,143.7800,143.9400,27652,2023-10-26 15:46:00
253,653b3d4f34837916b84cafc6,143.9200,143.9200,143.7300,143.7750,33259,2023-10-26 15:45:00
254,653b8570ce6653726d131306,143.9200,143.9200,143.7300,143.7750,33259,2023-10-26 15:45:00
255,653b3d4f34837916b84cafc7,143.9100,143.9500,143.8819,143.9300,20892,2023-10-26 15:44:00
256,653b8570ce6653726d131307,143.9100,143.9500,143.8819,143.9300,20892,2023-10-26 15:44:00
257,653b3d5034837916b84cafc8,144.0000,144.0000,143.8850,143.9150,26581,2023-10-26 15:43:00
258,653b8570ce6653726d131308,144.0000,144.0000,143.8850,143.9150,26581,2023-10-26 15:43:00
259,653b3d5034837916b84cafc9,143.8900,144.0000,143.8700,144.0000,59413,2023-10-26 15:42:00
260,653b8570ce6653726d131309,143.8900,144.0000,143.8700,144.0000,59413,2023-10-26 15:42:00
261,653b3d5034837916b84cafca,143.9600,143.9700,143.8700,143.9100,44931,2023-10-26 15:41:00
262,653b8570ce6653726d13130a,143.9600,143.9700,143.8700,143.9100,44931,2023-10-26 15:41:00
263,653b3d5034837916b84cafcb,143.8150,143.9800,143.8050,143.9600,41024,2023-10-26 15:40:00
264,653b8570ce6653726d13130b,143.8150,143.9800,143.8050,143.9600,41024,2023-10-26 15:40:00
265,653b3d5034837916b84cafcc,143.8350,143.8500,143.7300,143.8150,21815,2023-10-26 15:39:00
266,653b8570ce6653726d13130c,143.8350,143.8500,143.7300,143.8150,21815,2023-10-26 15:39:00
